trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.9, 'e': 0.6935028012097558}",20,6,-12.001106077309704,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
183,False,"{'a': 0.9, 'e': 0.6921171816887304}",20,0,-76.6145409756281,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
184,False,"{'a': 0.9, 'e': 0.6907343306373547}",25,0,-48.621697349727484,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
185,False,"{'a': 0.9, 'e': 0.6893542425242224}",20,0,-19.151073057979573,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
186,False,"{'a': 0.9, 'e': 0.6879769118289795}",20,6,-8.288201821780696,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.9, 'e': 0.686602333042301}",30,0,-54.280666639618104,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
188,False,"{'a': 0.9, 'e': 0.6852305006658703}",25,0,-91.67845808954118,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
189,False,"{'a': 0.9, 'e': 0.6838614092123558}",25,0,-16.549378154846337,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
190,False,"{'a': 0.9, 'e': 0.6824950532053901}",30,0,-144.06426241534962,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 2}",0
191,False,"{'a': 0.9, 'e': 0.6811314271795471}",20,10,-0.25572881507207734,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.9, 'e': 0.679770525680321}",25,17,4.784354741256206,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.9, 'e': 0.678412343264104}",25,0,-148.5482227079655,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
194,False,"{'a': 0.9, 'e': 0.6770568744981647}",20,0,-90.52740589200344,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
195,False,"{'a': 0.9, 'e': 0.675704113960626}",20,0,-24.52326655827688,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
196,False,"{'a': 0.9, 'e': 0.6743540562404442}",20,0,-125.72374649459688,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
197,False,"{'a': 0.9, 'e': 0.6730066959373864}",25,0,-23.01799951935382,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
198,False,"{'a': 0.9, 'e': 0.6716620276620098}",30,0,-41.48892086902014,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
199,False,"{'a': 0.9, 'e': 0.6703200460356393}",20,12,-9.039244715415466,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.9, 'e': 0.6689807456903467}",25,0,-54.976337341162896,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
201,False,"{'a': 0.9, 'e': 0.6676441212689289}",20,0,-88.021865303494,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
202,False,"{'a': 0.9, 'e': 0.6663101674248864}",25,0,-159.56154466844475,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
203,False,"{'a': 0.9, 'e': 0.6649788788224019}",20,0,-113.67493647185151,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
204,False,"{'a': 0.9, 'e': 0.6636502501363194}",20,0,-150.18810633432247,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 4}",0
205,False,"{'a': 0.9, 'e': 0.6623242760521222}",35,11,-105.10406231179469,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 1}",1
206,False,"{'a': 0.9, 'e': 0.6610009512659124}",25,0,-47.185513143334745,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
207,False,"{'a': 0.9, 'e': 0.659680270484389}",20,0,-89.33385037016178,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
208,False,"{'a': 0.9, 'e': 0.6583622284248272}",25,0,-91.12411020263174,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
209,False,"{'a': 0.9, 'e': 0.6570468198150567}",20,5,-16.31454664981174,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
210,False,"{'a': 0.9, 'e': 0.6557340393934418}",20,0,-30.481928301178698,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
211,False,"{'a': 0.9, 'e': 0.6544238819088586}",20,0,-53.28978518213416,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
212,False,"{'a': 0.9, 'e': 0.6531163421206756}",25,0,-102.47275894103682,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
213,False,"{'a': 0.9, 'e': 0.651811414798732}",30,0,-61.409193962474376,"{0: 21, 1: 4, 2: 3, 3: 2, 4: 0}",0
214,False,"{'a': 0.9, 'e': 0.6505090947233165}",25,0,0.9259229259896924,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
215,False,"{'a': 0.9, 'e': 0.6492093766851474}",25,0,-47.37253775965651,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
216,False,"{'a': 0.9, 'e': 0.6479122554853506}",30,0,-51.06409095986309,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
217,False,"{'a': 0.9, 'e': 0.6466177259354396}",25,14,-3.64960862854519,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
218,False,"{'a': 0.9, 'e': 0.6453257828572946}",20,10,-12.112068311393612,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.9, 'e': 0.6440364210831414}",20,0,-92.4785169919832,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
220,False,"{'a': 0.9, 'e': 0.6427496354555312}",35,18,-116.56852557503365,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 2}",1
221,False,"{'a': 0.9, 'e': 0.6414654208273198}",30,0,-53.1811009631688,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
222,False,"{'a': 0.9, 'e': 0.6401837720616471}",20,3,-149.96613614959608,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 3}",1
223,False,"{'a': 0.9, 'e': 0.6389046840319162}",20,0,-40.02273486135164,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
224,False,"{'a': 0.9, 'e': 0.6376281516217733}",20,3,-46.15879294887645,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
225,False,"{'a': 0.9, 'e': 0.6363541697250871}",30,0,-20.23690841463296,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
226,False,"{'a': 0.9, 'e': 0.6350827332459281}",20,0,-102.29258245299896,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
227,False,"{'a': 0.9, 'e': 0.633813837098549}",20,0,-30.896334795372052,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
228,False,"{'a': 0.9, 'e': 0.6325474762073634}",25,0,-124.12173707183598,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 2}",0
229,False,"{'a': 0.9, 'e': 0.631283645506926}",25,11,-14.263565935808925,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.9, 'e': 0.6300223399419123}",20,6,-17.20453390444279,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
231,False,"{'a': 0.9, 'e': 0.6287635544670984}",20,1,-43.905174373473145,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 0}",1
232,False,"{'a': 0.9, 'e': 0.6275072840473407}",30,6,-81.23474244562435,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 1}",1
233,False,"{'a': 0.9, 'e': 0.6262535236575559}",25,0,-19.241520525836144,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
234,False,"{'a': 0.9, 'e': 0.6250022682827008}",30,0,-115.81326218293864,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
235,False,"{'a': 0.9, 'e': 0.623753512917752}",25,0,-31.094396044458833,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
236,False,"{'a': 0.9, 'e': 0.6225072525676867}",35,14,-36.38061819541014,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 0}",1
237,False,"{'a': 0.9, 'e': 0.6212634822474616}",25,0,-54.63380349592323,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
238,False,"{'a': 0.9, 'e': 0.6200221969819939}",30,0,-56.42830518934322,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
239,False,"{'a': 0.9, 'e': 0.6187833918061408}",20,0,-55.546557005884,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
240,False,"{'a': 0.9, 'e': 0.61754706176468}",25,8,-37.43288125131057,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 0}",1
241,False,"{'a': 0.9, 'e': 0.6163132019122897}",25,0,-87.67543241060885,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
242,False,"{'a': 0.9, 'e': 0.6150818073135287}",30,0,-64.56588464894257,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
243,False,"{'a': 0.9, 'e': 0.6138528730428171}",25,0,15.78171990757436,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
244,False,"{'a': 0.9, 'e': 0.6126263941844161}",25,0,-29.912139589422324,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
245,False,"{'a': 0.9, 'e': 0.6114023658324087}",20,9,-35.351827624419975,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
246,False,"{'a': 0.9, 'e': 0.6101807830906798}",20,0,-79.77432645448155,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
247,False,"{'a': 0.9, 'e': 0.6089616410728969}",20,0,-166.35617072611825,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
248,False,"{'a': 0.9, 'e': 0.6077449349024902}",20,0,-71.40095365456894,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
249,False,"{'a': 0.9, 'e': 0.6065306597126334}",25,0,-115.58296269799412,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
250,False,"{'a': 0.9, 'e': 0.6053188106462243}",35,0,-135.0005472588467,"{0: 28, 1: 0, 2: 3, 3: 1, 4: 3}",0
251,False,"{'a': 0.9, 'e': 0.6041093828558647}",20,0,-22.32046304301221,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
252,False,"{'a': 0.9, 'e': 0.6029023715038421}",25,0,-27.37793953139183,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
253,False,"{'a': 0.9, 'e': 0.6016977717621094}",30,19,-8.890474852047499,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
254,False,"{'a': 0.9, 'e': 0.6004955788122659}",25,0,-47.758118912874465,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
255,False,"{'a': 0.9, 'e': 0.5992957878455384}",30,7,32.51241025091933,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.9, 'e': 0.5980983940627613}",25,0,-5.744318498195018,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
257,False,"{'a': 0.9, 'e': 0.596903392674358}",25,10,-25.027349219788185,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.9, 'e': 0.5957107789003212}",20,0,-72.78466130447701,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
259,False,"{'a': 0.9, 'e': 0.5945205479701944}",20,0,-63.92408621169227,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
260,False,"{'a': 0.9, 'e': 0.593332695123052}",20,1,-28.570969747592308,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 0}",1
261,False,"{'a': 0.9, 'e': 0.5921472156074813}",25,0,-24.20827820925286,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
262,False,"{'a': 0.9, 'e': 0.5909641046815625}",25,0,-30.489431497986363,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
263,False,"{'a': 0.9, 'e': 0.5897833576128504}",25,0,-112.36841109686182,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
264,False,"{'a': 0.9, 'e': 0.5886049696783552}",20,0,-30.672481541827253,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
265,False,"{'a': 0.9, 'e': 0.5874289361645234}",25,9,-45.55027333026431,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
266,False,"{'a': 0.9, 'e': 0.5862552523672196}",30,14,18.93096947762302,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.9, 'e': 0.5850839135917069}",25,9,-5.9270979218512965,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
268,False,"{'a': 0.9, 'e': 0.5839149151526287}",20,8,-32.397561516195196,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
269,False,"{'a': 0.9, 'e': 0.5827482523739896}",30,0,-146.8318693741795,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 2}",0
270,False,"{'a': 0.9, 'e': 0.5815839205891371}",20,0,-72.3945792008656,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
271,False,"{'a': 0.9, 'e': 0.5804219151407424}",30,0,-44.317338713594275,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
272,False,"{'a': 0.9, 'e': 0.579262231380782}",30,0,8.878237506313866,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
273,False,"{'a': 0.9, 'e': 0.5781048646705196}",20,0,-44.5134917331017,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
274,False,"{'a': 0.9, 'e': 0.5769498103804866}",20,0,-1.0353543645657335,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
275,False,"{'a': 0.9, 'e': 0.5757970638904645}",20,0,14.920792054006792,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
276,False,"{'a': 0.9, 'e': 0.5746466205894657}",35,0,-85.67429617695014,"{0: 25, 1: 3, 2: 6, 3: 0, 4: 1}",0
277,False,"{'a': 0.9, 'e': 0.5734984758757153}",30,0,-43.43465437494794,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
278,False,"{'a': 0.9, 'e': 0.5723526251566332}",25,8,-49.565720719075586,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
279,False,"{'a': 0.9, 'e': 0.5712090638488149}",25,0,-86.36129587917786,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
280,False,"{'a': 0.9, 'e': 0.5700677873780134}",25,0,-61.723298654515006,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
281,False,"{'a': 0.9, 'e': 0.5689287911791218}",25,0,-12.615503471221155,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
282,False,"{'a': 0.9, 'e': 0.5677920706961532}",20,3,-29.05886220305655,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
283,False,"{'a': 0.9, 'e': 0.5666576213822246}",20,6,8.998601322908478,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.9, 'e': 0.5655254386995371}",20,0,-0.463776504845544,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
285,False,"{'a': 0.9, 'e': 0.5643955181193583}",20,0,-35.96454061635866,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
286,False,"{'a': 0.9, 'e': 0.5632678551220046}",20,2,-52.99275410273059,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
287,False,"{'a': 0.9, 'e': 0.5621424451968224}",30,0,-124.8466278956713,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
288,False,"{'a': 0.9, 'e': 0.5610192838421706}",30,2,-74.00917114373017,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 2}",1
289,False,"{'a': 0.9, 'e': 0.559898366565402}",25,8,-51.20678691532699,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
290,False,"{'a': 0.9, 'e': 0.5587796888828463}",25,0,-80.02854398824063,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
291,False,"{'a': 0.9, 'e': 0.5576632463197913}",20,10,15.545186625240156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.9, 'e': 0.5565490344104649}",25,0,-83.49020463504417,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
293,False,"{'a': 0.9, 'e': 0.5554370486980182}",25,3,-5.9535963280148945,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
294,False,"{'a': 0.9, 'e': 0.5543272847345071}",25,0,-101.02944210001549,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
295,False,"{'a': 0.9, 'e': 0.5532197380808739}",20,3,-29.069590080918626,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
296,False,"{'a': 0.9, 'e': 0.5521144043069306}",20,0,-137.7610913428549,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
297,False,"{'a': 0.9, 'e': 0.5510112789913407}",20,0,-30.136449344233828,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
298,False,"{'a': 0.9, 'e': 0.5499103577216016}",25,0,-168.65055049174606,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 4}",0
299,False,"{'a': 0.9, 'e': 0.5488116360940265}",30,0,41.66731400273861,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.9, 'e': 0.5477151097137275}",30,16,-9.681851350247747,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
301,False,"{'a': 0.9, 'e': 0.5466207741945976}",20,4,-5.764830464875257,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
302,False,"{'a': 0.9, 'e': 0.5455286251592933}",35,0,-54.70446419597323,"{0: 28, 1: 3, 2: 2, 3: 1, 4: 1}",0
303,False,"{'a': 0.9, 'e': 0.5444386582392171}",25,0,-0.07090536434545136,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
304,False,"{'a': 0.9, 'e': 0.5433508690744998}",20,0,-53.717392736517134,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
305,False,"{'a': 0.9, 'e': 0.5422652533139832}",25,1,-57.3122970808018,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 1}",1
306,False,"{'a': 0.9, 'e': 0.5411818066152029}",30,0,-178.63721107533266,"{0: 20, 1: 4, 2: 1, 3: 1, 4: 4}",0
307,False,"{'a': 0.9, 'e': 0.5401005246443706}",25,0,2.5854512342784,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
308,False,"{'a': 0.9, 'e': 0.539021403076357}",25,0,-91.70491656123365,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
309,False,"{'a': 0.9, 'e': 0.5379444375946745}",25,0,-21.431945694041914,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
310,False,"{'a': 0.9, 'e': 0.5368696238914595}",25,15,-25.356648148479483,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
311,False,"{'a': 0.9, 'e': 0.535796957667456}",20,0,8.195292383560236,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
312,False,"{'a': 0.9, 'e': 0.5347264346319975}",20,0,-71.42315806679738,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
313,False,"{'a': 0.9, 'e': 0.5336580505029906}",30,0,-125.85287028931226,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
314,False,"{'a': 0.9, 'e': 0.5325918010068972}",30,23,-31.570728812262566,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
315,False,"{'a': 0.9, 'e': 0.5315276818787179}",25,7,-29.41262609575628,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
316,False,"{'a': 0.9, 'e': 0.5304656888619749}",30,0,-75.6165472818102,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
317,False,"{'a': 0.9, 'e': 0.5294058177086945}",35,0,-116.65822278251169,"{0: 24, 1: 2, 2: 6, 3: 2, 4: 1}",0
318,False,"{'a': 0.9, 'e': 0.528348064179391}",20,0,-12.081976096371418,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
319,False,"{'a': 0.9, 'e': 0.5272924240430485}",20,2,14.266305595296416,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.9, 'e': 0.5262388930771054}",30,0,-199.776738397609,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 4}",1
321,False,"{'a': 0.9, 'e': 0.5251874670674361}",20,8,6.462191601460039,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.9, 'e': 0.5241381418083354}",30,0,-23.600964186399143,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
323,False,"{'a': 0.9, 'e': 0.5230909131025008}",20,0,-55.01040028966124,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
324,False,"{'a': 0.9, 'e': 0.522045776761016}",20,0,-35.34096356531862,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
325,False,"{'a': 0.9, 'e': 0.5210027286033344}",30,0,4.387352714277033,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
326,False,"{'a': 0.9, 'e': 0.5199617644572618}",20,0,18.465611903962092,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
327,False,"{'a': 0.9, 'e': 0.5189228801589404}",25,6,-80.29783135420872,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 1}",1
328,False,"{'a': 0.9, 'e': 0.5178860715528314}",30,24,13.71271261748278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.5168513344916992}",25,0,-77.01263782879523,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
330,False,"{'a': 0.9, 'e': 0.5158186648365941}",20,0,2.4302682876662716,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
331,False,"{'a': 0.9, 'e': 0.5147880584568362}",20,0,-69.99135302625511,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
332,False,"{'a': 0.9, 'e': 0.5137595112299983}",25,7,4.682673977879051,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
333,False,"{'a': 0.9, 'e': 0.5127330190418905}",20,4,12.617187669937566,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.9, 'e': 0.5117085777865424}",20,0,-96.1314544372745,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
335,False,"{'a': 0.9, 'e': 0.5106861833661879}",25,0,-72.93345070740786,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
336,False,"{'a': 0.9, 'e': 0.5096658316912476}",20,0,1.7252149778791859,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
337,False,"{'a': 0.9, 'e': 0.5086475186803137}",20,0,-153.83630637271114,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
338,False,"{'a': 0.9, 'e': 0.5076312402601327}",20,9,-43.87617446160788,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
339,False,"{'a': 0.9, 'e': 0.5066169923655895}",20,0,-61.845998915565936,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
340,False,"{'a': 0.9, 'e': 0.5056047709396915}",20,6,-0.8494254326664628,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
341,False,"{'a': 0.9, 'e': 0.5045945719335512}",30,16,-17.17949152176453,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.9, 'e': 0.5035863913063714}",20,0,-18.083578955100506,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
343,False,"{'a': 0.9, 'e': 0.5025802250254283}",20,16,7.30293187382769,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.9, 'e': 0.5015760690660555}",30,1,-44.67140344324166,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 1}",1
345,False,"{'a': 0.9, 'e': 0.5005739194116277}",25,0,-26.57555375493896,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
346,False,"{'a': 0.9, 'e': 0.4995737720535449}",25,12,11.950563630004075,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.9, 'e': 0.4985756229912165}",20,0,-28.30866986587994,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
348,False,"{'a': 0.9, 'e': 0.4975794682320448}",20,6,-8.866969079468644,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
349,False,"{'a': 0.9, 'e': 0.49658530379140947}",20,0,-107.83428826606732,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
350,False,"{'a': 0.9, 'e': 0.4955931256926514}",30,0,-57.350625428149094,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
351,False,"{'a': 0.9, 'e': 0.494602929967057}",20,0,-55.87577736401546,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
352,False,"{'a': 0.9, 'e': 0.4936147126538418}",35,0,-103.61632926611918,"{0: 26, 1: 1, 2: 4, 3: 3, 4: 1}",0
353,False,"{'a': 0.9, 'e': 0.49262846980013547}",25,0,-88.21451492038767,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
354,False,"{'a': 0.9, 'e': 0.4916441974609651}",25,9,6.894603553319503,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.9, 'e': 0.4906618916992401}",25,0,-195.2425999968118,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 5}",0
356,False,"{'a': 0.9, 'e': 0.4896815485857362}",20,0,7.466652421983586,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
357,False,"{'a': 0.9, 'e': 0.4887031641990795}",20,6,-39.23741666872642,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
358,False,"{'a': 0.9, 'e': 0.4877267346257312}",20,0,-241.39094641447446,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 6}",0
359,False,"{'a': 0.9, 'e': 0.4867522559599717}",35,0,-0.8794404306664738,"{0: 30, 1: 1, 2: 4, 3: 0, 4: 0}",0
360,False,"{'a': 0.9, 'e': 0.485779724303885}",20,0,-69.52779083446954,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
361,False,"{'a': 0.9, 'e': 0.48480913576734325}",20,15,3.335601941150323,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.9, 'e': 0.483840486467991}",25,0,-75.24525103441177,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
363,False,"{'a': 0.9, 'e': 0.48287377253122976}",20,6,-25.48464440808123,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
364,False,"{'a': 0.9, 'e': 0.48190899009020244}",20,5,-20.76317985698559,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
365,False,"{'a': 0.9, 'e': 0.480946135285778}",25,12,-43.31462043563504,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
